Livro,Autor,Ano,Área,Caminho_SSD
2023 - LEGISLAÇÃO Pen6al MILITAR,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2023 - LEGISLAÇÃO Pen6al MILITAR.md
2023 - LEGISLAÇÃO PENAL ESPECIAL,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2023 - LEGISLAÇÃO PENAL ESPECIAL.md
2023 - LEGISLAÇÃO PREVIDENCIÁRIA,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2023 - LEGISLAÇÃO PREVIDENCIÁRIA.md
2023 - STJ JURISPRUDÊNCIA EM TESES,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2023 - STJ JURISPRUDÊNCIA EM TESES.md
2023 - SÚMULAS DO STF E DO STJ,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2023 - SÚMULAS DO STF E DO STJ.md
2024 Pedro Lenza - Direito Processual Civil,COORDENADOR,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2024 Pedro Lenza - Direito Processual Civil.md
2025_Curso_de_Direito_Penal_Parte_Geral_[848714732],Não identificado,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2025_Curso_de_Direito_Penal_Parte_Geral_[848714732].md
205478042419_DIR_ADM_MAT_COMPLETO_TEORICO,Optiplex,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\205478042419_DIR_ADM_MAT_COMPLETO_TEORICO.md
217053Tribunais_Processo_Civil_[734308435],Não identificado,Não identificado,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\217053Tribunais_Processo_Civil_[734308435].md
22709692-Exame-OAB-2008-2-Prova-Pratico-Profissional-Direito-Penal,PEÇA PROFISSIONAL,2008,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\22709692-Exame-OAB-2008-2-Prova-Pratico-Profissional-Direito-Penal.md
24_Principais_Sumulas_e_OJs_Do_TST_de_Direito_Materia_[798121225],SISTEMA DE ENSINO,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\24_Principais_Sumulas_e_OJs_Do_TST_de_Direito_Materia_[798121225].md
2558-Direito-processual-militar,Alana,2017,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2558-Direito-processual-militar.md
2641-DIREITO-ADMINISTRATIVO-FACILITADO-Evandro-Zillmer-2019,DIREITO ADMINISTRATIVO,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2641-DIREITO-ADMINISTRATIVO-FACILITADO-Evandro-Zillmer-2019.md
27_01_2024_E-book_Resumo_Direito-Penal_Area-de-Tribunais,APRESENTAÇÃO PESSOAL,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\27_01_2024_E-book_Resumo_Direito-Penal_Area-de-Tribunais.md
2_AlfaCon_requisitos_legais_da_interceptacao_art_2_da_lei_9_296,CONTEÚDO PROGRAMÁTICO,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2_AlfaCon_requisitos_legais_da_interceptacao_art_2_da_lei_9_296.md
2_Legislacao_Ambiental_Uni1_[787825191],LEGISLAÇÃO AMBIENTAL,2014,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\2_Legislacao_Ambiental_Uni1_[787825191].md
3 CADERNO DE DOUTRINA,Amanda Gregorio Pereira,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3 CADERNO DE DOUTRINA.md
3 CADERNO DE JURISPRUDÊNCIA,Amanda Gregorio Pereira,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3 CADERNO DE JURISPRUDÊNCIA.md
3 CADERNO DE LEI SECA,Amanda Gregorio Pereira,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3 CADERNO DE LEI SECA.md
3 CADERNO DE SÚMULAS,Amanda Gregorio,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3 CADERNO DE SÚMULAS.md
3-AlfaCon--tipos-penais-em-especie,MUDE SUA VIDA,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3-AlfaCon--tipos-penais-em-especie.md
"32 - Prisão e Liberdade - Guilherme de Souza Nucci (4ª Edição, 2014)",REFORMA TRAZIDA PELA LEI,2017,doutrina,"D:\doutora-ia\direito\ebooksmds\doutrina\32 - Prisão e Liberdade - Guilherme de Souza Nucci (4ª Edição, 2014).md"
322460722-revista-da-agu-n-34,GERAL DA UNIÃO,2026,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\322460722-revista-da-agu-n-34.md
328736108-Strength-Training-for-Women,Não identificado,2009,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\328736108-Strength-Training-for-Women.md
360 - Direitos Difusos e Coletivos - 2023.1,Gerson Cavalcante,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Direitos Difusos e Coletivos - 2023.1.md
360 - ECA e Legislação Relacionada -2024.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - ECA e Legislação Relacionada -2024.1.md
360 - Jurisprudência em Teses do STJ - 2024.1,IMPROBIDADE ADMINISTRATIVA,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Jurisprudência em Teses do STJ - 2024.1.md
360 - Legislação Ambiental e Urbanística - 2023.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Legislação Ambiental e Urbanística - 2023.1.md
360 - Legislação Civil Especial - 2024.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Legislação Civil Especial - 2024.1.md
360 - Legislação Eleitoral - 2024.1,Gerson Cavalcante,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Legislação Eleitoral - 2024.1.md
360 - Legislação Penal Militar - 2024.1,Gerson Cavalcante,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Legislação Penal Militar - 2024.1.md
360 - Lei de Improbidade - 2022.1,Gerson Cavalcante,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Lei de Improbidade - 2022.1.md
360 - Súmulas do STF e STJ - 2024.1,Gerson Cavalcante,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360 - Súmulas do STF e STJ - 2024.1.md
360_Constituição_Federal_e_Legislação_Extravagante_–_2024_1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360_Constituição_Federal_e_Legislação_Extravagante_–_2024_1.md
360_Direitos_Humanos_e_Legislação_e_Internacional_–_2024_1,Gerson Cavalcante,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\360_Direitos_Humanos_e_Legislação_e_Internacional_–_2024_1.md
368950615-1000-perguntas-e-respostas-de-direito-do-trabalho-jose-cretella-junior-e-jose-cretella-neto-pdf,RESPOSTAS DE,2008,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\368950615-1000-perguntas-e-respostas-de-direito-do-trabalho-jose-cretella-junior-e-jose-cretella-neto-pdf.md
380043122-Estacio-questoes-de-direito-do-consumidor,Eduardo Nejaim,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\380043122-Estacio-questoes-de-direito-do-consumidor.md
384730746-15290875563-Simulado-Do-XXVI-Exame-de-Ordem,Não identificado,2010,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\384730746-15290875563-Simulado-Do-XXVI-Exame-de-Ordem.md
391579478-Os-8-Passos-para-se-Tornar-um-Estudante-de-Alta-Performance-e-book-pdf,Não identificado,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\391579478-Os-8-Passos-para-se-Tornar-um-Estudante-de-Alta-Performance-e-book-pdf.md
398102783-Direito-do-Consumidor-Questoes,Optiplex,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\398102783-Direito-do-Consumidor-Questoes.md
3_Direitos_Eleitoral_2ed_Coletânea_Temática_de_Jurisprudência,TEMÁTICA DE,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\3_Direitos_Eleitoral_2ed_Coletânea_Temática_de_Jurisprudência.md
476848586-Como-Estudar-e-Aprender-Melhor-Ismar-Souza-pdf,ESTRATÉGIAS PRÁTICAS PARA,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\476848586-Como-Estudar-e-Aprender-Melhor-Ismar-Souza-pdf.md
480413528-Renaissance-Woman-RP-Nutrition-1-pdf,Não identificado,2015,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\480413528-Renaissance-Woman-RP-Nutrition-1-pdf.md
4_AlfaCon_tipos_penais_em_especie_jurisprudencia_dos_tribunais_superiores,Max Odin,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\4_AlfaCon_tipos_penais_em_especie_jurisprudencia_dos_tribunais_superiores.md
5. ORGANIZA+ç+òES CRIMINOSAS,Daniel Arrais,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\5. ORGANIZA+ç+òES CRIMINOSAS.md
50-questoes-comentadas-de-administracao-geral-1-2,Não identificado,Não identificado,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\50-questoes-comentadas-de-administracao-geral-1-2.md
510092866-Objetivas-principios-e-direitos-basicos-do-direito-do-consumidor,User,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\510092866-Objetivas-principios-e-direitos-basicos-do-direito-do-consumidor.md
541703742-o-Mil-Quebrado,Não identificado,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\541703742-o-Mil-Quebrado.md
546240292-Artigo-Revista-Eletronica-de-Direito-Pro-Ver-Pg-36,Flavia,2013,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\546240292-Artigo-Revista-Eletronica-de-Direito-Pro-Ver-Pg-36.md
58484_Direito_Imobiliario_2019_[857297131],CATALOGAÇÃO NA PUBLICAÇÃO,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\58484_Direito_Imobiliario_2019_[857297131].md
5_AlfaCon_do_procedimento_penal_da_investigacao_tipos_penais_do,Max Odin,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\5_AlfaCon_do_procedimento_penal_da_investigacao_tipos_penais_do.md
601980724-Bol-legis-juris-v-35-n-2-Abr-jun-de-2014,trt,2015,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\601980724-Bol-legis-juris-v-35-n-2-Abr-jun-de-2014.md
603953930-Como-MEMORIZAR-e-APRENDER-TUDO-NOVAES-SILVA-EDUARDO,NOVAES SILVA,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\603953930-Como-MEMORIZAR-e-APRENDER-TUDO-NOVAES-SILVA-EDUARDO.md
609306615-2º-Simulado-do-Exame-OAB,Não identificado,Não identificado,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\609306615-2º-Simulado-do-Exame-OAB.md
615191449-Caderno-de-Questoes-Direito-do-Consumidor (1),Office Ceisc,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\615191449-Caderno-de-Questoes-Direito-do-Consumidor (1).md
615191449-Caderno-de-Questoes-Direito-do-Consumidor (2),Office Ceisc,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\615191449-Caderno-de-Questoes-Direito-do-Consumidor (2).md
615191449-Caderno-de-Questoes-Direito-do-Consumidor,Office Ceisc,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\615191449-Caderno-de-Questoes-Direito-do-Consumidor.md
615191457-Caderno-de-Questoes-Direito-Empresarial,Office Ceisc,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\615191457-Caderno-de-Questoes-Direito-Empresarial.md
630045133-Ceisc-RT-37-Dir-Consumidor (1),Willian Taschetto,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\630045133-Ceisc-RT-37-Dir-Consumidor (1).md
630045133-Ceisc-RT-37-Dir-Consumidor,Willian Taschetto,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\630045133-Ceisc-RT-37-Dir-Consumidor.md
63724441-1000-questoes-de-Direito-Penal,ERICO HERON REIS,2011,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\63724441-1000-questoes-de-Direito-Penal.md
648018878-Erbe-e-Piante-medicinali-Trattato-pratico-di-erboristeria-Musumeci-Rosaria-z-lib-org-epub,PIANTE MEDICINALI,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\648018878-Erbe-e-Piante-medicinali-Trattato-pratico-di-erboristeria-Musumeci-Rosaria-z-lib-org-epub.md
650165910-Caderno-de-Questoes-1 (1),Ricardo Torques,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\650165910-Caderno-de-Questoes-1 (1).md
650165910-Caderno-de-Questoes-1,Ricardo Torques,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\650165910-Caderno-de-Questoes-1.md
660781026-300-Questoes-Comentadas-Para-OAB,beatrizmariarodrigues,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\660781026-300-Questoes-Comentadas-Para-OAB.md
665404301-1-Caderno-de-questoes-OAB-Exame-XXXVIII,Ricardo Torques,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\665404301-1-Caderno-de-questoes-OAB-Exame-XXXVIII.md
669591806-D-EMPRESARIAL-APOSTILA,ATUALIZADO COM,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\669591806-D-EMPRESARIAL-APOSTILA.md
682679088-Dissertacao-Leandro-Vieira-Marcelino-versao-final,Leandro,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\682679088-Dissertacao-Leandro-Vieira-Marcelino-versao-final.md
6_AlfaCon_da_investigacao_da_instrucao_criminal_causas_de_aumento,Max Odin,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\6_AlfaCon_da_investigacao_da_instrucao_criminal_causas_de_aumento.md
709424788-Primeiros-Socorros-completo,Editora Científica Digital,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\709424788-Primeiros-Socorros-completo.md
710548211-12-OAB-DE-PRIMEIRA-DIREITO-DO-CONSUMIDOR,Djanine Xavier,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\710548211-12-OAB-DE-PRIMEIRA-DIREITO-DO-CONSUMIDOR.md
714683304-Mnemonica-Ferramentas-e-Tecnicas-para-uma-Memoria-Mestra-Miguel-Angel-Perez-Correa,Miguel Angel Perez,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\714683304-Mnemonica-Ferramentas-e-Tecnicas-para-uma-Memoria-Mestra-Miguel-Angel-Perez-Correa.md
715799603-E-Book-Inteligencia-Emocional,LIÇÕES,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\715799603-E-Book-Inteligencia-Emocional.md
755370882-Gabarito-Comentado-OAB-39,GABARITO COMENTADO,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\755370882-Gabarito-Comentado-OAB-39.md
767499800-MANUAL-PRATICA-PREVIDENCIARIA,Eduardo Lima Donatelli,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\767499800-MANUAL-PRATICA-PREVIDENCIARIA.md
768816224-Audie-ncia-de-Custo-dia-Caio-Paiva,CAIO PAIVA,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\768816224-Audie-ncia-de-Custo-dia-Caio-Paiva.md
776955030-The-Womens-Brain-Book-the-Neuroscience-of-Health-Hormones-and-Happiness,SARAH MCKAY,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\776955030-The-Womens-Brain-Book-the-Neuroscience-of-Health-Hormones-and-Happiness.md
781921960-3-E-book-Treinamento-de-Questo-es,Não identificado,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\781921960-3-E-book-Treinamento-de-Questo-es.md
792321017-Questoes-de-Direito-Do-Consumidor-Respostas (1),Não identificado,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\792321017-Questoes-de-Direito-Do-Consumidor-Respostas (1).md
792321017-Questoes-de-Direito-Do-Consumidor-Respostas,Não identificado,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\792321017-Questoes-de-Direito-Do-Consumidor-Respostas.md
799929896-LIVROQUESTOES01-4,OABAIVOUEU,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\799929896-LIVROQUESTOES01-4.md
7_AlfaCon_alteracoes_legislativas_de_2019_da_colaboracao_da_investigacao,Max Odin,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\7_AlfaCon_alteracoes_legislativas_de_2019_da_colaboracao_da_investigacao.md
7_Tipos_de_Documentos_Juridicos_[430777822],Felipe Saviolli,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\7_Tipos_de_Documentos_Juridicos_[430777822].md
807755960-502521-OAB-41-B007-GABARITO-JUSTIFICADO-DIREITO-DO-TRABALHO,PADRÃO DE RESPOSTA,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\807755960-502521-OAB-41-B007-GABARITO-JUSTIFICADO-DIREITO-DO-TRABALHO.md
822211679-Gabarito-Comentado-Simulado-de-Nivelamento-03-NOV,Não identificado,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\822211679-Gabarito-Comentado-Simulado-de-Nivelamento-03-NOV.md
831172377-Direito-Do-Trabalho,Stephanie Cristina Pereira,2020,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\831172377-Direito-Do-Trabalho.md
847736330-Simulado-Ceisc-OAB-36,Não identificado,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\847736330-Simulado-Ceisc-OAB-36.md
865447554-SIMULADA-O-DIREITO-DO-TRABALHO,Aluisio Aquino,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\865447554-SIMULADA-O-DIREITO-DO-TRABALHO.md
868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44 (1),Não identificado,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44 (1).md
868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44,Não identificado,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44.md
883858211-Gabarito-Comentado-3º-Simulado-1ª-Fase-OAB-44-22-6-25,Não identificado,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\883858211-Gabarito-Comentado-3º-Simulado-1ª-Fase-OAB-44-22-6-25.md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (1),Ricardo Torques,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (1).md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (2),Ricardo Torques,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (2).md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44,Ricardo Torques,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44.md
897888117-Simulado-Nct-44,Não identificado,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\897888117-Simulado-Nct-44.md
8_Direito_Ambiental_[887880598],TEMÁTICA AMBIENTAL,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\8_Direito_Ambiental_[887880598].md
902405830-os-10-passos-para-uma-produtividade-maxima,User,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\902405830-os-10-passos-para-uma-produtividade-maxima.md
905637953-1000-QUESTO-ES-DA-OAB-FINALIZADO-1,Zion Concursos,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\905637953-1000-QUESTO-ES-DA-OAB-FINALIZADO-1.md
906374005-Caderno-comentado-Simulado-Final-OAB-44,Ricardo Torques,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\906374005-Caderno-comentado-Simulado-Final-OAB-44.md
938431203-Caderno-de-questo-es-2º-Simulado-OAB-45,Ricardo Torques,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\938431203-Caderno-de-questo-es-2º-Simulado-OAB-45.md
952776563-Glp1-Solution,Sumi Singh,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\952776563-Glp1-Solution.md
959843481-Manual-de-Linguagens,MANUAL DO ENEM,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\959843481-Manual-de-Linguagens.md
@T- Dano Moral 2021,Renata de Lima,2021,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\@T- Dano Moral 2021.md
@T- ST - SÚMULAS I - 2024 - Manual Caseiro,SIMULADO TEMÁTICO,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\@T- ST - SÚMULAS I - 2024 - Manual Caseiro.md
A Boa-fé no Direito Privado - Judith Martins-Costa - 2018,Judith Martins,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A Boa-fé no Direito Privado - Judith Martins-Costa - 2018.md
"A CENSURA APARENTE - MEATO, LUIS",CENSURA APARENTE,2018,doutrina,"D:\doutora-ia\direito\ebooksmds\doutrina\A CENSURA APARENTE - MEATO, LUIS.md"
A Cidade Antiga,Fustel de Coulanges,2015,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A Cidade Antiga.md
A ERA DOS DIREITOS - NORBERTO BOBBIO,Joabe,2010,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A ERA DOS DIREITOS - NORBERTO BOBBIO.md
A mente que atrai fortuna Guilherme Esteves_251220_220911,GUILHERME ESTEVES,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A mente que atrai fortuna Guilherme Esteves_251220_220911.md
A Paixão no Banco dos Réus (2022) - Luíza Nagib Eluf,Luiza Naib Eluf,2022,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A Paixão no Banco dos Réus (2022) - Luíza Nagib Eluf.md
A SUJEIRA DEBAIXO DO TAPETE_ UM - Rodrigo Silva Coelho,Rodrigo Silva Coelho,2018,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A SUJEIRA DEBAIXO DO TAPETE_ UM - Rodrigo Silva Coelho.md
A-Gramatica-para-Concursos-Fernando-Pestana,Fernando Pestana,2015,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\A-Gramatica-para-Concursos-Fernando-Pestana.md
Aborto_e_Igualdade_no_Brasil_Taís_Sofia_Cunha_de_Barros_Penteado,Taís Sofia Cunha,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Aborto_e_Igualdade_no_Brasil_Taís_Sofia_Cunha_de_Barros_Penteado.md
Acao_Rescisoria_[506751194],AÇÃO RESCISÓRIA,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Acao_Rescisoria_[506751194].md
Ada Pellegrini - Teoria Geral do Processo,ANTÔNIO CARLOS DE ARAÚJO CINTRA,2019,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Ada Pellegrini - Teoria Geral do Processo.md
Administrativo (2024-06-18),User,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Administrativo (2024-06-18).md
Administrativo_Pratica_de_Direito_Administrativo_OAB_segunda_fase,Diana,2014,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Administrativo_Pratica_de_Direito_Administrativo_OAB_segunda_fase.md
Administração Financeira e Orçamentária - 2025.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\Administração Financeira e Orçamentária - 2025.1.md
AFO (2024) (2),User,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFO (2024) (2).md
AFO (2024),User,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFO (2024).md
AFO (2024-06-18),User,2024,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFO (2024-06-18).md
AFT -SEGURIDADE SOCIAL-META-02-Da-Seguridade Principios,SEGURIDADE SOCIAL,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFT -SEGURIDADE SOCIAL-META-02-Da-Seguridade Principios.md
AFT-DIREITO-CONSTITUCIONAL-META-03-Poder-Constituinte-1,EDITAL AFT,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFT-DIREITO-CONSTITUCIONAL-META-03-Poder-Constituinte-1.md
AFT-DIREITOS-HUMANOS-META-02-Caracteristicas-Dimensoes,EDITAL AFT,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFT-DIREITOS-HUMANOS-META-02-Caracteristicas-Dimensoes.md
AFT-METAS-DA-SEMANA-07,home,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFT-METAS-DA-SEMANA-07.md
AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT.,Não Identificado,Não Identificado,Geral,D:\doutora-ia\direito\ebooksmds\doutrina\AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT..md
AFT_DIREITO_ADMINISTRATIVO_META_03_Poderes_da_ADMINISTRAÇÃO_PÚBLICA,QUAL DEVE SER,2023,doutrina,D:\doutora-ia\direito\ebooksmds\doutrina\AFT_DIREITO_ADMINISTRATIVO_META_03_Poderes_da_ADMINISTRAÇÃO_PÚBLICA.md
